rolling_window,pattern,Freq,outcome,analysis,exposure,cumdays,pattern_rt_gap,pattern_lagged,pattern_itt,cumdose
25,NA,NA,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
26,NA,NA,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
27,NA,NA,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
28,NA,NA,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
29,NA,NA,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
30,NA,NA,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
31,NA,NA,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
32,NA,NA,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
33,NA,NA,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
34,NA,NA,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
35,NA,NA,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
36,NA,NA,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
37,NA,NA,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
38,NA,NA,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
39,NA,NA,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
40,NA,NA,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
41,NA,NA,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
42,NA,NA,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
43,NA,NA,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
44,NA,NA,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
45,NA,NA,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
46,NA,NA,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
47,NA,NA,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
48,NA,NA,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
1,NA,625,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
2,NA,623,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
3,NA,617,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
4,NA,611,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
5,NA,604,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
6,NA,600,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
7,NA,591,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
8,NA,585,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
9,NA,573,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
10,NA,565,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
11,NA,552,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
12,NA,535,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
13,NA,525,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
14,NA,506,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
15,NA,483,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
16,NA,469,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
17,NA,441,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
18,NA,419,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
19,NA,388,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
20,NA,364,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
21,NA,341,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
22,NA,312,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
23,NA,287,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
24,NA,253,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
25,NA,234,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
26,NA,203,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
27,NA,181,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
28,NA,163,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
29,NA,134,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
30,NA,113,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
31,NA,106,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
32,NA,92,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
33,NA,80,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
34,NA,63,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
35,NA,53,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
36,NA,43,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
37,NA,35,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
38,NA,27,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
39,NA,18,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
40,NA,14,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
41,NA,12,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
42,NA,10,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
43,NA,NA,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
44,NA,NA,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
45,NA,NA,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
46,NA,NA,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
47,NA,NA,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
48,NA,NA,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
1,NA,300,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
2,NA,298,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
3,NA,295,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
4,NA,287,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
5,NA,282,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
6,NA,277,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
7,NA,274,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
8,NA,267,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
9,NA,261,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
10,NA,255,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
11,NA,246,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
12,NA,244,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
13,NA,241,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
14,NA,234,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
15,NA,227,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
16,NA,214,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
17,NA,207,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
18,NA,194,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
19,NA,178,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
20,NA,169,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
21,NA,160,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
22,NA,142,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
23,NA,124,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
24,NA,112,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
25,NA,99,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
26,NA,90,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
27,NA,80,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
28,NA,70,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
29,NA,60,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
30,NA,53,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
31,NA,49,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
32,NA,37,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
33,NA,28,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
34,NA,24,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
35,NA,21,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
36,NA,15,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
37,NA,11,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
38,NA,NA,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
39,NA,NA,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
40,NA,NA,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
41,NA,NA,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
42,NA,NA,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
43,NA,NA,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
44,NA,NA,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
45,NA,NA,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
46,NA,NA,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
47,NA,NA,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
48,NA,NA,fract_composite,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
1,NA,14,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
2,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
3,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
4,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
5,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
6,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
7,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
8,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
9,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
10,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
11,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
12,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
13,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
14,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
15,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
16,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
17,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
18,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
19,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
20,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
21,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
22,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
23,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
24,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
25,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
26,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
27,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
28,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
29,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
30,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
31,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
32,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
33,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
34,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
35,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
36,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
37,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
38,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
39,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
40,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
41,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
42,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
43,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
44,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
45,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
46,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
47,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
48,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
1,NA,16,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,900 to 1500 mg
2,NA,17,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,900 to 1500 mg
3,NA,17,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,900 to 1500 mg
4,NA,15,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,900 to 1500 mg
5,NA,13,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,900 to 1500 mg
6,NA,10,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,900 to 1500 mg
7,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,900 to 1500 mg
8,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,900 to 1500 mg
9,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,900 to 1500 mg
10,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,900 to 1500 mg
11,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,900 to 1500 mg
12,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,900 to 1500 mg
13,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,900 to 1500 mg
14,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,900 to 1500 mg
15,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,900 to 1500 mg
16,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,900 to 1500 mg
17,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,900 to 1500 mg
18,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,900 to 1500 mg
19,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,900 to 1500 mg
20,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,900 to 1500 mg
21,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,900 to 1500 mg
22,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,900 to 1500 mg
23,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,900 to 1500 mg
24,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,900 to 1500 mg
25,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,900 to 1500 mg
26,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,900 to 1500 mg
27,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,900 to 1500 mg
28,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,900 to 1500 mg
29,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,900 to 1500 mg
30,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,900 to 1500 mg
31,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,900 to 1500 mg
32,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,900 to 1500 mg
33,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,900 to 1500 mg
34,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,900 to 1500 mg
35,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,900 to 1500 mg
36,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,900 to 1500 mg
37,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,900 to 1500 mg
38,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,900 to 1500 mg
39,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,900 to 1500 mg
40,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,900 to 1500 mg
41,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,900 to 1500 mg
42,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,900 to 1500 mg
43,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,900 to 1500 mg
44,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,900 to 1500 mg
45,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,900 to 1500 mg
46,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,900 to 1500 mg
47,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,900 to 1500 mg
48,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,900 to 1500 mg
1,NA,895,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
2,NA,895,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
3,NA,888,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
4,NA,879,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
5,NA,870,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
6,NA,865,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
7,NA,857,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
8,NA,846,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
9,NA,829,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
10,NA,815,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
11,NA,795,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
12,NA,778,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
13,NA,765,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
14,NA,739,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
15,NA,709,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
16,NA,683,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
17,NA,648,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
18,NA,613,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
19,NA,566,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
20,NA,533,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
21,NA,501,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
22,NA,454,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
23,NA,411,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
24,NA,365,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
25,NA,333,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
26,NA,293,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
27,NA,261,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
28,NA,233,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
29,NA,194,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
30,NA,166,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
31,NA,155,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
32,NA,129,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
33,NA,108,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
34,NA,87,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
35,NA,74,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
36,NA,58,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
37,NA,46,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
38,NA,33,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
39,NA,22,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
40,NA,17,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
41,NA,14,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
42,NA,11,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
43,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
44,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
45,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
46,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
47,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
48,NA,NA,fract_composite,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
1,intermittent,178,fract_composite,sens_shorter_windows,pattern,NA,NA,NA,NA,NA
2,intermittent,776,fract_composite,sens_shorter_windows,pattern,NA,NA,NA,NA,NA
3,intermittent,862,fract_composite,sens_shorter_windows,pattern,NA,NA,NA,NA,NA
4,intermittent,868,fract_composite,sens_shorter_windows,pattern,NA,NA,NA,NA,NA
1,continuous,747,fract_composite,sens_shorter_windows,pattern,NA,NA,NA,NA,NA
2,continuous,147,fract_composite,sens_shorter_windows,pattern,NA,NA,NA,NA,NA
3,continuous,59,fract_composite,sens_shorter_windows,pattern,NA,NA,NA,NA,NA
4,continuous,45,fract_composite,sens_shorter_windows,pattern,NA,NA,NA,NA,NA
1,NA,20,fract_composite,sens_shorter_windows,cumdays,few,NA,NA,NA,NA
2,NA,17,fract_composite,sens_shorter_windows,cumdays,few,NA,NA,NA,NA
3,NA,16,fract_composite,sens_shorter_windows,cumdays,few,NA,NA,NA,NA
4,NA,14,fract_composite,sens_shorter_windows,cumdays,few,NA,NA,NA,NA
1,NA,905,fract_composite,sens_shorter_windows,cumdays,many,NA,NA,NA,NA
2,NA,906,fract_composite,sens_shorter_windows,cumdays,many,NA,NA,NA,NA
3,NA,905,fract_composite,sens_shorter_windows,cumdays,many,NA,NA,NA,NA
4,NA,899,fract_composite,sens_shorter_windows,cumdays,many,NA,NA,NA,NA
1,NA,239,fract_composite,sens_shorter_windows,pattern_rt_gap,NA,intermittent,NA,NA,NA
2,NA,238,fract_composite,sens_shorter_windows,pattern_rt_gap,NA,intermittent,NA,NA,NA
3,NA,238,fract_composite,sens_shorter_windows,pattern_rt_gap,NA,intermittent,NA,NA,NA
4,NA,237,fract_composite,sens_shorter_windows,pattern_rt_gap,NA,intermittent,NA,NA,NA
1,NA,686,fract_composite,sens_shorter_windows,pattern_rt_gap,NA,continuous,NA,NA,NA
2,NA,685,fract_composite,sens_shorter_windows,pattern_rt_gap,NA,continuous,NA,NA,NA
3,NA,683,fract_composite,sens_shorter_windows,pattern_rt_gap,NA,continuous,NA,NA,NA
4,NA,676,fract_composite,sens_shorter_windows,pattern_rt_gap,NA,continuous,NA,NA,NA
1,NA,896,fract_composite,sens_shorter_windows,pattern_lagged,NA,NA,intermittent,NA,NA
2,NA,178,fract_composite,sens_shorter_windows,pattern_lagged,NA,NA,intermittent,NA,NA
