term,estimate,std.error,robust.se,statistic,p.value,conf.low,conf.high,outcome,exposure,model,analysis
carstairs3,0.9592841748557236,795.9642497157832,0.3046965904909744,-0.13642398748653312,0.8914861116811083,0.5279454751219287,1.7430325128103445,fract_composite,pattern,adjusted_age_sex_carstairs,sens_no_asthma
carstairs4,1.1875265089234064,772.259068919116,0.3107891628443825,0.5530198621097956,0.5802498095866528,0.6458015723176367,2.1836726168610174,fract_composite,pattern,adjusted_age_sex_carstairs,sens_no_asthma
carstairs5,1.209460321870177,760.848153557964,0.31659291825255653,0.6006901423466111,0.548046385932947,0.6502902531832736,2.2494482471753234,fract_composite,pattern,adjusted_age_sex_carstairs,sens_no_asthma
cumdaysmany,1.0644948310246438,854.5716842499836,0.7084480016939475,0.08822150590088518,0.9297006247216374,0.26552873386454257,4.267520237023585,fract_composite,cumdays,adjusted_age_sex_carstairs,sens_no_asthma
agegroup40-49,NA,0,0,NA,NA,NA,NA,fract_composite,cumdays,adjusted_age_sex_carstairs,sens_no_asthma
agegroup50-65,NA,0,0,NA,NA,NA,NA,fract_composite,cumdays,adjusted_age_sex_carstairs,sens_no_asthma
agegroup66-79,1.0472745170668633e-5,15711387.84116762,0.14536626489394014,-78.88167438204232,0,7.876341667744643e-6,1.3925042365660748e-5,fract_composite,cumdays,adjusted_age_sex_carstairs,sens_no_asthma
agegroup80+,1,15711387.840511365,1.0204443189154746,0,1,0.1353306665818565,7.389308168338453,fract_composite,cumdays,adjusted_age_sex_carstairs,sens_no_asthma
sex1,2.6909234818485163e-4,65.85969913151138,1.005279722057022,-8.17728215849589,2.903176417031073e-16,3.7515064521045735e-5,0.0019301763911672202,fract_composite,cumdays,adjusted_age_sex_carstairs,sens_no_asthma
carstairs2,139591.44282913028,305.05881727347406,0.9931452188263344,11.928240649082305,8.433708849341986e-33,19929.300391979385,977744.8544536195,fract_composite,cumdays,adjusted_age_sex_carstairs,sens_no_asthma
carstairs3,0.9750627302076341,439.6385783989338,0.30463479553391276,-0.08289752762870382,0.9339330199427723,0.5366942577355824,1.771487796145525,fract_composite,cumdays,adjusted_age_sex_carstairs,sens_no_asthma
carstairs4,1.1742744039920832,425.03179686236683,0.30850436278540083,0.5207395671134445,0.6025482070426413,0.6414609230136791,2.149656084103438,fract_composite,cumdays,adjusted_age_sex_carstairs,sens_no_asthma
carstairs5,1.2005635496689837,422.7720434845923,0.3165247947603084,0.5774936886614207,0.5636060009103279,0.6455929212679927,2.232603223038545,fract_composite,cumdays,adjusted_age_sex_carstairs,sens_no_asthma
pattern_rt_gapcontinuous,9301.870062176175,184.6865573518071,1.1220384052031767,8.144080183446858,3.8217591073244106e-16,1031.5480121829573,83878.5840617404,fract_composite,pattern_rt_gap,adjusted_age_sex_carstairs,sens_no_asthma
agegroup40-49,NA,0,0,NA,NA,NA,NA,fract_composite,pattern_rt_gap,adjusted_age_sex_carstairs,sens_no_asthma
agegroup50-65,NA,0,0,NA,NA,NA,NA,fract_composite,pattern_rt_gap,adjusted_age_sex_carstairs,sens_no_asthma
agegroup66-79,2.368529197835853e-6,296.0197520438285,0.9686720322278591,-13.37216411348542,8.794437438778086e-41,3.5476732563760906e-7,1.5812985457210436e-5,fract_composite,pattern_rt_gap,adjusted_age_sex_carstairs,sens_no_asthma
agegroup80+,NA,0,0,NA,NA,NA,NA,fract_composite,pattern_rt_gap,adjusted_age_sex_carstairs,sens_no_asthma
sex1,5.954448706777598e-5,135.92538896162944,1.012777885250239,-9.606041941340694,7.539150430970237e-22,8.180191291081719e-6,4.334306881099469e-4,fract_composite,pattern_rt_gap,adjusted_age_sex_carstairs,sens_no_asthma
carstairs2,617484.7451099494,672.9159896636692,0.9961112586553825,13.385462243346245,7.353843164977315e-41,87646.54323937217,4350284.6358944485,fract_composite,pattern_rt_gap,adjusted_age_sex_carstairs,sens_no_asthma
carstairs3,0.9518001234512683,963.6273532635905,0.36510979439512525,-0.1353023702747441,0.8923728111045233,0.4653328755937553,1.9468288670683527,fract_composite,pattern_rt_gap,adjusted_age_sex_carstairs,sens_no_asthma
carstairs4,1.121999604956256,940.8644038652124,0.35852823334882533,0.321069428581227,0.7481577772527538,0.5556648413638582,2.2655439390984573,fract_composite,pattern_rt_gap,adjusted_age_sex_carstairs,sens_no_asthma
carstairs5,1.0749638559563899,920.7294921020393,0.35936444146243385,0.201152452240574,0.8405793691279994,0.5314988079837748,2.1741296015247245,fract_composite,pattern_rt_gap,adjusted_age_sex_carstairs,sens_no_asthma
pattern_laggedcontinuous,1.625655312352074e-4,192.10801809011704,1.1958988101506667,-7.295290616809571,2.980151015564597e-13,1.5598310273205896e-5,0.001694257357553741,fract_composite,pattern_lagged,adjusted_age_sex_carstairs,sens_no_asthma
agegroup40-49,NA,0,0,NA,NA,NA,NA,fract_composite,pattern_lagged,adjusted_age_sex_carstairs,sens_no_asthma
agegroup50-65,NA,0,0,NA,NA,NA,NA,fract_composite,pattern_lagged,adjusted_age_sex_carstairs,sens_no_asthma
agegroup66-79,2.571252769187831e-6,293.9792991400635,0.9724078784701934,-13.23633590798101,5.412569655688376e-40,3.8232234882579507e-7,1.7292582616112103e-5,fract_composite,pattern_lagged,adjusted_age_sex_carstairs,sens_no_asthma
agegroup80+,NA,0,0,NA,NA,NA,NA,fract_composite,pattern_lagged,adjusted_age_sex_carstairs,sens_no_asthma
sex1,7.064716620986844e-5,145.71530733541871,1.017186366091241,-9.39632389748779,5.650271390769899e-21,9.621973170833084e-6,5.187108719668824e-4,fract_composite,pattern_lagged,adjusted_age_sex_carstairs,sens_no_asthma
carstairs2,602801.187268532,633.9305062756999,0.9930238976822059,13.402842314658324,5.819115218797643e-41,86081.6583197729,4221215.976375842,fract_composite,pattern_lagged,adjusted_age_sex_carstairs,sens_no_asthma
carstairs3,1.2318000523049557,944.0270883292674,0.37261859815439957,0.5594904756918073,0.5758270295094983,0.5934261668501817,2.5569000047845245,fract_composite,pattern_lagged,adjusted_age_sex_carstairs,sens_no_asthma
carstairs4,1.415527639519205,909.7712558653736,0.3599947914094974,0.9652982765332592,0.3343954347938433,0.699021014123765,2.8664638941570417,fract_composite,pattern_lagged,adjusted_age_sex_carstairs,sens_no_asthma
carstairs5,1.3876755848276012,935.784189347906,0.3826373501426486,0.8562418335098028,0.3918640275377873,0.6555207512392096,2.937578291894421,fract_composite,pattern_lagged,adjusted_age_sex_carstairs,sens_no_asthma
pattern_ittcontinuous,1.625655312352074e-4,192.10801809011704,1.1958988101506667,-7.295290616809571,2.980151015564597e-13,1.5598310273205896e-5,0.001694257357553741,fract_composite,pattern_itt,adjusted_age_sex_carstairs,sens_no_asthma
agegroup40-49,NA,0,0,NA,NA,NA,NA,fract_composite,pattern_itt,adjusted_age_sex_carstairs,sens_no_asthma
agegroup50-65,NA,0,0,NA,NA,NA,NA,fract_composite,pattern_itt,adjusted_age_sex_carstairs,sens_no_asthma
agegroup66-79,2.571252769187831e-6,293.9792991400635,0.9724078784701934,-13.23633590798101,5.412569655688376e-40,3.8232234882579507e-7,1.7292582616112103e-5,fract_composite,pattern_itt,adjusted_age_sex_carstairs,sens_no_asthma
agegroup80+,NA,0,0,NA,NA,NA,NA,fract_composite,pattern_itt,adjusted_age_sex_carstairs,sens_no_asthma
sex1,7.064716620986844e-5,145.71530733541871,1.017186366091241,-9.39632389748779,5.650271390769899e-21,9.621973170833084e-6,5.187108719668824e-4,fract_composite,pattern_itt,adjusted_age_sex_carstairs,sens_no_asthma
carstairs2,602801.187268532,633.9305062756999,0.9930238976822059,13.402842314658324,5.819115218797643e-41,86081.6583197729,4221215.976375842,fract_composite,pattern_itt,adjusted_age_sex_carstairs,sens_no_asthma
carstairs3,1.2318000523049557,944.0270883292674,0.37261859815439957,0.5594904756918073,0.5758270295094983,0.5934261668501817,2.5569000047845245,fract_composite,pattern_itt,adjusted_age_sex_carstairs,sens_no_asthma
carstairs4,1.415527639519205,909.7712558653736,0.3599947914094974,0.9652982765332592,0.3343954347938433,0.699021014123765,2.8664638941570417,fract_composite,pattern_itt,adjusted_age_sex_carstairs,sens_no_asthma
carstairs5,1.3876755848276012,935.784189347906,0.3826373501426486,0.8562418335098028,0.3918640275377873,0.6555207512392096,2.937578291894421,fract_composite,pattern_itt,adjusted_age_sex_carstairs,sens_no_asthma
cumdose900 to 1500 mg,1218.2452826418935,1998.56810529293,1.383409422457614,5.135982662928837,2.80673534350289e-7,80.94210658291769,18335.59356598757,fract_composite,cumdose,adjusted_age_sex_carstairs,sens_no_asthma
cumdose>1500 mg,1.6074220827845214,1042.2122522737955,0.7084588639414955,0.6699495610269524,0.5028899442817867,0.40094855448919137,6.444232616114798,fract_composite,cumdose,adjusted_age_sex_carstairs,sens_no_asthma
agegroup40-49,NA,0,0,NA,NA,NA,NA,fract_composite,cumdose,adjusted_age_sex_carstairs,sens_no_asthma
agegroup50-65,NA,0,0,NA,NA,NA,NA,fract_composite,cumdose,adjusted_age_sex_carstairs,sens_no_asthma
agegroup66-79,1.0541302311094818e-5,135.82228699254668,0.9740153198085991,-11.765943749024855,5.846883466933091e-32,1.5624672574747965e-6,7.111768511135368e-5,fract_composite,cumdose,adjusted_age_sex_carstairs,sens_no_asthma
agegroup80+,NA,0,0,NA,NA,NA,NA,fract_composite,cumdose,adjusted_age_sex_carstairs,sens_no_asthma
sex1,2.725873940427673e-4,65.43240128720292,1.0052760930250642,-8.164474754886982,3.2283683555650554e-16,3.8002590859731876e-5,0.0019552321489154176,fract_composite,cumdose,adjusted_age_sex_carstairs,sens_no_asthma
carstairs2,137537.08255425186,302.63960568671365,0.9930892052273,11.913983949029232,1.000787225808096e-32,19638.15772562625,963249.6765646511,fract_composite,cumdose,adjusted_age_sex_carstairs,sens_no_asthma
carstairs3,0.9709090182956461,436.7124518518228,0.3044066201524643,-0.09698381080104795,0.9227392509466089,0.5346470196391063,1.7631526730367375,fract_composite,cumdose,adjusted_age_sex_carstairs,sens_no_asthma
carstairs4,1.164032614784116,422.5819587853133,0.3081982566834043,0.49283331490974974,0.622130368883627,0.6362478344699227,2.1296291395789417,fract_composite,cumdose,adjusted_age_sex_carstairs,sens_no_asthma
carstairs5,1.2072531574042267,418.9270875617799,0.31633986720387763,0.5953965360164591,0.55157844045464,0.6494255439089102,2.2442298424080795,fract_composite,cumdose,adjusted_age_sex_carstairs,sens_no_asthma
patterncontinuous,0.18786802507587666,1844.8157255455835,0.7629279020880565,-2.191577411661913,0.02841003445037051,0.042116033488615444,0.8380275140452341,fract_composite,pattern,adjusted_comorb_lifestyle,sens_no_asthma
agegroup40-49,NA,0,0,NA,NA,NA,NA,fract_composite,pattern,adjusted_comorb_lifestyle,sens_no_asthma
agegroup50-65,NA,0,0,NA,NA,NA,NA,fract_composite,pattern,adjusted_comorb_lifestyle,sens_no_asthma
agegroup66-79,6.079934079843809e-6,241.94635703749393,0.931365683429834,-12.895597205113,4.76556957081043e-38,9.797583276475595e-7,3.7729302596490424e-5,fract_composite,pattern,adjusted_comorb_lifestyle,sens_no_asthma
agegroup80+,NA,0,0,NA,NA,NA,NA,fract_composite,pattern,adjusted_comorb_lifestyle,sens_no_asthma
sex1,2.2752669536002952e-4,148.22395160003043,1.3411662413147682,-6.254439401928507,3.989463260905762e-10,1.6422133744668203e-5,0.0031523551023485874,fract_composite,pattern,adjusted_comorb_lifestyle,sens_no_asthma
carstairs2,185706.18988621503,510.84193099028664,1.023725395803493,11.850757174958886,2.1325514099487527e-32,24970.64399454732,1381093.2937727042,fract_composite,pattern,adjusted_comorb_lifestyle,sens_no_asthma
carstairs3,1.3264094599948195,834.0285685917476,0.8194310812717697,0.3447216537332215,0.7303036375440008,0.26618072871526277,6.609652261662275,fract_composite,pattern,adjusted_comorb_lifestyle,sens_no_asthma
carstairs4,1.4822744067366558,806.2786374693331,0.821030684450019,0.479370231745874,0.6316752668925736,0.2965282157770265,7.409539126349567,fract_composite,pattern,adjusted_comorb_lifestyle,sens_no_asthma
carstairs5,1.24791587041924,747.3543651405975,0.7602119008192847,0.29133305584041413,0.7707966084393069,0.28124950370413015,5.537055173908703,fract_composite,pattern,adjusted_comorb_lifestyle,sens_no_asthma
asthma1,NA,0,0,NA,NA,NA,NA,fract_composite,pattern,adjusted_comorb_lifestyle,sens_no_asthma
copd1,NA,0,0,NA,NA,NA,NA,fract_composite,pattern,adjusted_comorb_lifestyle,sens_no_asthma
rheumatoid_arthritis1,1351526447.783082,79084.90027764814,3.3030605944235396,6.365157371981374,1.950896046356617e-10,2085711.681178776,875779598657.0913,fract_composite,pattern,adjusted_comorb_lifestyle,sens_no_asthma
smokstatus1,0.15453907786806634,387.47440786468644,0.4200303428346724,-4.445650928071474,8.762613508963059e-6,0.06784343684024571,0.35202117847521747,fract_composite,pattern,adjusted_comorb_lifestyle,sens_no_asthma
bmi_catnormal,22301.77496198138,333.9082793547696,1.3413634719978664,7.46436126971283,8.370465198338679e-14,1609.0471551754658,309107.88714617986,fract_composite,pattern,adjusted_comorb_lifestyle,sens_no_asthma
bmi_catoverweight,0.7682340945210986,381.61593620567845,1.1544424300367393,-0.22838798613546482,0.8193446283486014,0.0799521964885141,7.381706193268096,fract_composite,pattern,adjusted_comorb_lifestyle,sens_no_asthma
bmi_catobese,1.419370815458271,435.91600229807005,1.4136632378982,0.24773487512913747,0.8043395463437866,0.0888758037913873,22.66773886516352,fract_composite,pattern,adjusted_comorb_lifestyle,sens_no_asthma
alc1,3095120.6513892445,79085.09615850478,2.2063109533034035,6.773903480668652,1.25353317437654e-11,40988.525425620785,233718382.08817703,fract_composite,pattern,adjusted_comorb_lifestyle,sens_no_asthma
cumdaysmany,0.0017314465130532342,3200.839811924616,1.322737725498631,-4.8073007691138665,1.5298174907709968e-6,1.2956648795276135e-4,0.0231379817029324,fract_composite,cumdays,adjusted_comorb_lifestyle,sens_no_asthma
agegroup40-49,NA,0,0,NA,NA,NA,NA,fract_composite,cumdays,adjusted_comorb_lifestyle,sens_no_asthma
agegroup50-65,NA,0,0,NA,NA,NA,NA,fract_composite,cumdays,adjusted_comorb_lifestyle,sens_no_asthma
agegroup66-79,7.855031146816192e-6,204.36528339452292,0.93329050014505055,-12.594531198181103,2.2630045354804426e-36,1.261042133918016e-6,4.8928987111436125e-5,fract_composite,cumdays,adjusted_comorb_lifestyle,sens_no_asthma
agegroup80+,NA,0,0,NA,NA,NA,NA,fract_composite,cumdays,adjusted_comorb_lifestyle,sens_no_asthma
sex1,3.1552530227498416e-4,125.86315621920095,1.3409878599227205,-6.01144270036729,1.8387950580586274e-9,2.2781549297193842e-5,0.004370037132987405,fract_composite,cumdays,adjusted_comorb_lifestyle,sens_no_asthma
carstairs2,132827.55646355473,431.8039670715896,1.023345304903937,11.527689570136452,9.567697792123833e-31,17873.725362523415,987100.3049577998,fract_composite,cumdays,adjusted_comorb_lifestyle,sens_no_asthma
carstairs3,1.3588371260711358,699.5515409149369,0.8183576043283094,0.3746886177866975,0.7078920582961454,0.2732625699499263,6.757011527512211,fract_composite,cumdays,adjusted_comorb_lifestyle,sens_no_asthma
carstairs4,1.5033623876577007,678.4844901174201,0.8197922171585961,0.49732625258922375,0.6189590017235986,0.30147776026247275,7.496733645149062,fract_composite,cumdays,adjusted_comorb_lifestyle,sens_no_asthma
carstairs5,1.2402784446321378,632.8151415745016,0.7596574228321481,0.2834644934143729,0.7768207960479321,0.27983216036532277,5.497190237930002,fract_composite,cumdays,adjusted_comorb_lifestyle,sens_no_asthma
asthma1,NA,0,0,NA,NA,NA,NA,fract_composite,cumdays,adjusted_comorb_lifestyle,sens_no_asthma
copd1,NA,0,0,NA,NA,NA,NA,fract_composite,cumdays,adjusted_comorb_lifestyle,sens_no_asthma
rheumatoid_arthritis1,576757250.7441684,65889.04549640662,3.309149393474925,6.0961079806323495,1.0868201443891332e-9,879508.4017576549,378221430996.2119,fract_composite,cumdays,adjusted_comorb_lifestyle,sens_no_asthma
smokstatus1,0.15516984536177558,325.1816732425496,0.41023219359123414,-4.54190337708299,5.574859283168815e-6,0.06944117343704453,0.34673493718285453,fract_composite,cumdays,adjusted_comorb_lifestyle,sens_no_asthma
bmi_catnormal,16648.66498586356,288.2025873890499,1.3397573874335489,7.255108575877745,4.013397641615415e-13,1204.9689570075734,230029.2005031108,fract_composite,cumdays,adjusted_comorb_lifestyle,sens_no_asthma
bmi_catoverweight,0.7844766838856482,328.418135982319,1.1508781060595408,-0.21091584500542504,0.8329529397196976,0.08221495437938506,7.485300845882758,fract_composite,cumdays,adjusted_comorb_lifestyle,sens_no_asthma
bmi_catobese,1.436903009591966,375.4438139157848,1.4120269307628661,0.2567161446123493,0.7973979075334624,0.09026262343073502,22.874254929659056,fract_composite,cumdays,adjusted_comorb_lifestyle,sens_no_asthma
alc1,1772241.3157461272,65889.14565817888,2.206166999934104,6.521607649831524,6.955777152234855e-11,23476.324397043056,133787522.61717646,fract_composite,cumdays,adjusted_comorb_lifestyle,sens_no_asthma
pattern_rt_gapcontinuous,8623.396198147222,178.41521875278957,1.2683914091443849,7.144667025678819,9.021430244607872e-13,717.8300173236341,103594.11029852959,fract_composite,pattern_rt_gap,adjusted_comorb_lifestyle,sens_no_asthma
agegroup40-49,NA,0,0,NA,NA,NA,NA,fract_composite,pattern_rt_gap,adjusted_comorb_lifestyle,sens_no_asthma
agegroup50-65,NA,0,0,NA,NA,NA,NA,fract_composite,pattern_rt_gap,adjusted_comorb_lifestyle,sens_no_asthma
agegroup66-79,2.754472765836612e-6,347.1468551262532,0.9055776526387368,-14.137147123641435,2.2419031383232725e-45,4.668844260434086e-7,1.625053181154983e-5,fract_composite,pattern_rt_gap,adjusted_comorb_lifestyle,sens_no_asthma
agegroup80+,NA,0,0,NA,NA,NA,NA,fract_composite,pattern_rt_gap,adjusted_comorb_lifestyle,sens_no_asthma
sex1,0.16508868909533236,332.85293991643863,0.6786160345055554,-2.654332270724893,0.007946553492097134,0.04365945430050234,0.6242468144385793,fract_composite,pattern_rt_gap,adjusted_comorb_lifestyle,sens_no_asthma
carstairs2,240234.92103655002,817.8957680022344,1.1294966823084198,10.968932229093697,5.39052000356015e-28,26254.68539276969,2198191.157961124,fract_composite,pattern_rt_gap,adjusted_comorb_lifestyle,sens_no_asthma
carstairs3,1.1028299391366616,1333.640701323655,0.8205824957494234,0.11928057032440832,0.905053076227272,0.22081443519623054,5.507945499918724,fract_composite,pattern_rt_gap,adjusted_comorb_lifestyle,sens_no_asthma
carstairs4,0.6176214776668532,1196.9890297794782,0.8774637108146052,-0.549173144053901,0.5828866328201485,0.11061752198675158,3.4484255552305134,fract_composite,pattern_rt_gap,adjusted_comorb_lifestyle,sens_no_asthma
carstairs5,0.7912180571279707,1142.6440436806677,0.9041479846712112,-0.25900812748283875,0.7956289696022286,0.13448815333311895,4.654878503497125,fract_composite,pattern_rt_gap,adjusted_comorb_lifestyle,sens_no_asthma
asthma1,NA,0,0,NA,NA,NA,NA,fract_composite,pattern_rt_gap,adjusted_comorb_lifestyle,sens_no_asthma
copd1,NA,0,0,NA,NA,NA,NA,fract_composite,pattern_rt_gap,adjusted_comorb_lifestyle,sens_no_asthma
rheumatoid_arthritis1,8451061.245647395,119819.98672181761,2.2785629292700187,6.999939469636742,2.560731177975748e-12,97139.29951347981,735237298.7595247,fract_composite,pattern_rt_gap,adjusted_comorb_lifestyle,sens_no_asthma
smokstatus1,0.11590213182864148,567.2247480868982,0.37254978829980556,-5.784486269474475,7.2734263340775155e-009,0.055843993702151234,0.24055056366619257,fract_composite,pattern_rt_gap,adjusted_comorb_lifestyle,sens_no_asthma
bmi_catnormal,59850.76934281781,455.76034753569127,1.2366763590126582,8.894493280523285,5.868646062316892e-19,5301.623859634834,675663.6618830046,fract_composite,pattern_rt_gap,adjusted_comorb_lifestyle,sens_no_asthma
bmi_catoverweight,0.9987508104244129,523.3713340896343,1.0804945647810162,-0.001156850301716988,0.9990769672109827,0.12015407482109523,8.301867271739763,fract_composite,pattern_rt_gap,adjusted_comorb_lifestyle,sens_no_asthma
bmi_catobese,1.317667575784511,595.8159845989129,1.206163934966851,0.22871118725583703,0.8190933990707949,0.12391310980321743,14.011817176012382,fract_composite,pattern_rt_gap,adjusted_comorb_lifestyle,sens_no_asthma
alc1,20345092.019944813,119820.49178261583,2.16728970006336,7.764698121294829,8.183991234200161e-15,290843.4724847868,1423180536.8149467,fract_composite,pattern_rt_gap,adjusted_comorb_lifestyle,sens_no_asthma
pattern_laggedcontinuous,1.2537525163711932e-4,178.6249662513597,1.322869691908878,-6.791446927508345,1.1101442417419173e-11,9.379573575726805e-6,0.001675870826766552,fract_composite,pattern_lagged,adjusted_comorb_lifestyle,sens_no_asthma
agegroup40-49,NA,0,0,NA,NA,NA,NA,fract_composite,pattern_lagged,adjusted_comorb_lifestyle,sens_no_asthma
agegroup50-65,NA,0,0,NA,NA,NA,NA,fract_composite,pattern_lagged,adjusted_comorb_lifestyle,sens_no_asthma
agegroup66-79,3.7249597387256897e-6,347.6571180582572,0.9380211846412437,-13.32640959422242,1.6253360307491543e-40,5.92483831320878e-7,2.3418909211739733e-5,fract_composite,pattern_lagged,adjusted_comorb_lifestyle,sens_no_asthma
agegroup80+,NA,0,0,NA,NA,NA,NA,fract_composite,pattern_lagged,adjusted_comorb_lifestyle,sens_no_asthma
sex1,1.0290821167838895e-4,197.1540479009588,1.3227683577289475,-6.941255482979051,3.886304389914637e-12,7.700298552262515e-6,0.0013752843424145547,fract_composite,pattern_lagged,adjusted_comorb_lifestyle,sens_no_asthma
carstairs2,363391.2443950462,654.8726190011539,1.0093386298849727,12.684776904395903,7.181805036089166e-37,50260.15918384342,2627393.121059392,fract_composite,pattern_lagged,adjusted_comorb_lifestyle,sens_no_asthma
carstairs3,1.2508390953435413,1087.8942196177788,0.8538019840425449,0.26213877054278334,0.7932144570151028,0.2346626011544202,6.667438419001678,fract_composite,pattern_lagged,adjusted_comorb_lifestyle,sens_no_asthma
carstairs4,1.4714942446321775,1061.843601216072,0.8964813554771784,0.43088277865296354,0.6665536059342463,0.2539055854001403,8.527954627596097,fract_composite,pattern_lagged,adjusted_comorb_lifestyle,sens_no_asthma
carstairs5,1.53674993777703,1079.5366482779093,0.949162498733497,0.45268303044876906,0.6507770006779058,0.2391523322445348,9.874879116139892,fract_composite,pattern_lagged,adjusted_comorb_lifestyle,sens_no_asthma
asthma1,NA,0,0,NA,NA,NA,NA,fract_composite,pattern_lagged,adjusted_comorb_lifestyle,sens_no_asthma
copd1,NA,0,0,NA,NA,NA,NA,fract_composite,pattern_lagged,adjusted_comorb_lifestyle,sens_no_asthma
rheumatoid_arthritis1,45479712891101.016,122421.69939770711,4.140899271190818,7.594555050088587,3.0885183134615716e-14,13585569997.306717,152250092198342240,fract_composite,pattern_lagged,adjusted_comorb_lifestyle,sens_no_asthma
smokstatus1,0.14056682837578818,516.9053752742951,0.4700202936641312,-4.174441578243261,2.987178608086494e-5,0.055950097361472134,0.3531545818762879,fract_composite,pattern_lagged,adjusted_comorb_lifestyle,sens_no_asthma
bmi_catnormal,59455.91860009279,487.6931262845042,1.3229117969481907,8.309692663149633,9.595025360166489e-17,4447.649246429337,794803.2906189341,fract_composite,pattern_lagged,adjusted_comorb_lifestyle,sens_no_asthma
bmi_catoverweight,1.047541391685725,555.2043205027849,1.217734791544785,0.03814121686572225,0.9695750888969243,0.09630159019558951,11.394858226807576,fract_composite,pattern_lagged,adjusted_comorb_lifestyle,sens_no_asthma
bmi_catobese,1.717050378376013,613.4586670634147,1.4140456885303443,0.3823129102541983,0.702229279726437,0.10743484592255607,27.442325407218892,fract_composite,pattern_lagged,adjusted_comorb_lifestyle,sens_no_asthma
alc1,56995606742.88918,122421.14528731107,3.1059229469720178,7.973874577690071,1.537756009095914e-15,129441928.8034714,25096189604237.074,fract_composite,pattern_lagged,adjusted_comorb_lifestyle,sens_no_asthma
pattern_ittcontinuous,1.2537525163711932e-4,178.6249662513597,1.322869691908878,-6.791446927508345,1.1101442417419173e-11,9.379573575726805e-6,0.001675870826766552,fract_composite,pattern_itt,adjusted_comorb_lifestyle,sens_no_asthma
agegroup40-49,NA,0,0,NA,NA,NA,NA,fract_composite,pattern_itt,adjusted_comorb_lifestyle,sens_no_asthma
agegroup50-65,NA,0,0,NA,NA,NA,NA,fract_composite,pattern_itt,adjusted_comorb_lifestyle,sens_no_asthma
agegroup66-79,3.7249597387256897e-6,347.6571180582572,0.9380211846412437,-13.32640959422242,1.6253360307491543e-40,5.92483831320878e-7,2.3418909211739733e-5,fract_composite,pattern_itt,adjusted_comorb_lifestyle,sens_no_asthma
agegroup80+,NA,0,0,NA,NA,NA,NA,fract_composite,pattern_itt,adjusted_comorb_lifestyle,sens_no_asthma
sex1,1.0290821167838895e-4,197.1540479009588,1.3227683577289475,-6.941255482979051,3.886304389914637e-12,7.700298552262515e-6,0.0013752843424145547,fract_composite,pattern_itt,adjusted_comorb_lifestyle,sens_no_asthma
carstairs2,363391.2443950462,654.8726190011539,1.0093386298849727,12.684776904395903,7.181805036089166e-37,50260.15918384342,2627393.121059392,fract_composite,pattern_itt,adjusted_comorb_lifestyle,sens_no_asthma
carstairs3,1.2508390953435413,1087.8942196177788,0.8538019840425449,0.26213877054278334,0.7932144570151028,0.2346626011544202,6.667438419001678,fract_composite,pattern_itt,adjusted_comorb_lifestyle,sens_no_asthma
carstairs4,1.4714942446321775,1061.843601216072,0.8964813554771784,0.43088277865296354,0.6665536059342463,0.2539055854001403,8.527954627596097,fract_composite,pattern_itt,adjusted_comorb_lifestyle,sens_no_asthma
carstairs5,1.53674993777703,1079.5366482779093,0.949162498733497,0.45268303044876906,0.6507770006779058,0.2391523322445348,9.874879116139892,fract_composite,pattern_itt,adjusted_comorb_lifestyle,sens_no_asthma
asthma1,NA,0,0,NA,NA,NA,NA,fract_composite,pattern_itt,adjusted_comorb_lifestyle,sens_no_asthma
copd1,NA,0,0,NA,NA,NA,NA,fract_composite,pattern_itt,adjusted_comorb_lifestyle,sens_no_asthma
rheumatoid_arthritis1,45479712891101.016,122421.69939770711,4.140899271190818,7.594555050088587,3.0885183134615716e-14,13585569997.306717,152250092198342240,fract_composite,pattern_itt,adjusted_comorb_lifestyle,sens_no_asthma
smokstatus1,0.14056682837578818,516.9053752742951,0.4700202936641312,-4.174441578243261,2.987178608086494e-5,0.055950097361472134,0.3531545818762879,fract_composite,pattern_itt,adjusted_comorb_lifestyle,sens_no_asthma
bmi_catnormal,59455.91860009279,487.6931262845042,1.3229117969481907,8.309692663149633,9.595025360166489e-17,4447.649246429337,794803.2906189341,fract_composite,pattern_itt,adjusted_comorb_lifestyle,sens_no_asthma
bmi_catoverweight,1.047541391685725,555.2043205027849,1.217734791544785,0.03814121686572225,0.9695750888969243,0.09630159019558951,11.394858226807576,fract_composite,pattern_itt,adjusted_comorb_lifestyle,sens_no_asthma
bmi_catobese,1.717050378376013,613.4586670634147,1.4140456885303443,0.3823129102541983,0.702229279726437,0.10743484592255607,27.442325407218892,fract_composite,pattern_itt,adjusted_comorb_lifestyle,sens_no_asthma
alc1,56995606742.88918,122421.14528731107,3.1059229469720178,7.973874577690071,1.537756009095914e-15,129441928.8034714,25096189604237.074,fract_composite,pattern_itt,adjusted_comorb_lifestyle,sens_no_asthma
cumdose900 to 1500 mg,6.33782504110861,9174.24362924929,1.3704679764594259,1.347375997000982,0.17785916713987132,0.43191251635374994,93.00037561033422,fract_composite,cumdose,adjusted_comorb_lifestyle,sens_no_asthma
cumdose>1500 mg,0.001228798492922664,5336.715643235618,1.3297194689575667,-5.039949085868544,4.656557105726515e-7,9.07029487149385e-5,0.016647151582188068,fract_composite,cumdose,adjusted_comorb_lifestyle,sens_no_asthma
agegroup40-49,NA,0,0,NA,NA,NA,NA,fract_composite,cumdose,adjusted_comorb_lifestyle,sens_no_asthma
